"name","eq","way","ec","ko","rn","symbol","map","md"
"polyphosphate glucokinase [EC:2.7.1.63]","Polyphosphate + beta-D-Glucose <=> Polyphosphate + beta-D-Glucose 6-phosphate","Bidirectional","2.7.1.63","K00886","R02187","ppgK","map00010",NA
"polyphosphate kinase [EC:2.7.4.1]","ATP + Polyphosphate <=> ADP + Polyphosphate","Bidirectional","2.7.4.1","K00937","R02184","ppk1","NA",NA
"propane 2-monooxygenase large subunit [EC:1.14.13.227], propane 2-monooxygenase small subunit [EC:1.14.13.227]","Propane + NADH + H+ + Oxygen <=> Propan-2-ol + NAD+ + H2O","Bidirectional","1.14.13.227","K18223, K18224","R10702","prmA, prmC","map00650",NA
"propane monooxygenase coupling protein","Propane + NADH + H+ + Oxygen <=> Propan-2-ol + NAD+ + H2O","Bidirectional","1.14.13.227","K18226","R10702","prmD","map00650",NA
"propane monooxygenase reductase component [EC:1.18.1.-]","Propane + NADH + H+ + Oxygen <=> Propan-2-ol + NAD+ + H2O","Bidirectional","1.14.13.227","K18225","R10702","prmB","map00650",NA
"propanediol dehydratase large subunit [EC:4.2.1.28], propanediol dehydratase medium subunit [EC:4.2.1.28], propanediol dehydratase small subunit [EC:4.2.1.28]","Propane-1,2-diol <=> Propanal + H2O","Bidirectional","4.2.1.28","K01699, K13919, K13920","R02376","pduC, pduD, pduE","map00640",NA
"propionaldehyde dehydrogenase [EC:1.2.1.87]","Propanal + NAD+ + CoA <=> Propanoyl-CoA + NADH + H+","Bidirectional","1.2.1.87","K13922","R09097","pduP","map00640",NA
"propionate CoA-transferase [EC:2.8.3.1]","Acetyl-CoA + Propanoate <=> Acetate + Propanoyl-CoA","Bidirectional","2.8.3.1","K01026","R00928","pct","map00620, map00640",NA
"propionate CoA-transferase [EC:2.8.3.1]","Lactoyl-CoA + Propanoate <=> (S)-Lactate + Propanoyl-CoA","Bidirectional","2.8.3.1","K01026","R01449","pct","map00640",NA
"propionate kinase [EC:2.7.2.15]","ATP + Propanoate <=> ADP + Propanoyl phosphate","Bidirectional","2.7.2.1, 2.7.2.15","K00932","R01353","tdcD","map00640",NA
"propionate kinase [EC:2.7.2.15]","ATP + Propanoate <=> ADP + Propanoyl phosphate","Bidirectional","2.7.2.1, 2.7.2.15","K19697","R01353","pduW","map00640",NA
"propionyl-CoA carboxylase [EC:6.4.1.3 2.1.3.15]","ATP + Propanoyl-CoA + HCO3- <=> ADP + Orthophosphate + (S)-Methylmalonyl-CoA","Bidirectional","6.4.1.3","K15052","R01859","K15052","map00630, map00640, map00720",NA
"propionyl-CoA carboxylase alpha subunit [EC:6.4.1.3], propionyl-CoA carboxylase beta subunit [EC:6.4.1.3 2.1.3.15]","ATP + Propanoyl-CoA + HCO3- <=> ADP + Orthophosphate + (S)-Methylmalonyl-CoA","Bidirectional","6.4.1.3","K01965, K01966","R01859","PCCA, PCCB","map00630, map00640, map00720",NA
"propionyl-CoA synthetase [EC:6.2.1.17]","ATP + Propanoate <=> Diphosphate + Propionyladenylate","Bidirectional","6.2.1.1, 6.2.1.17","K01908","R01354","ACSS3","map00640",NA
"propionyl-CoA synthetase [EC:6.2.1.17]","Propionyladenylate + CoA <=> AMP + Propanoyl-CoA","Bidirectional","6.2.1.1, 6.2.1.17","K01908","R00926","ACSS3","map00640",NA
"propionyl-CoA/long-chain acyl-CoA carboxylase carboxyl transferase subunit [EC:6.4.1.3 6.4.1.- 2.1.3.15]","ATP + Propanoyl-CoA + HCO3- <=> ADP + Orthophosphate + (S)-Methylmalonyl-CoA","Bidirectional","6.4.1.3","K27094","R01859","accD5","map00720",NA
"pullulanase [EC:3.2.1.41]","Starch + Orthophosphate <=> Amylose + D-Glucose 1-phosphate","Bidirectional","2.4.1.1","K01200","R02111","pulA","map00500","M00855"
"putative phosphotransacetylase [EC:2.3.1.8]","Acetyl-CoA + Orthophosphate <=> CoA + Acetyl phosphate","Bidirectional","2.3.1.8","K15024","R00230","K15024","map00620, map00680, map00720",NA
"putative phosphotransacetylase [EC:2.3.1.8]","Propanoyl-CoA + Orthophosphate <=> Propanoyl phosphate + CoA","Bidirectional","2.3.1.8, 2.3.1.222","K15024","R00921","K15024","map00640",NA
"pyruvate carboxylase [EC:6.4.1.1]","ATP + Pyruvate + HCO3- <=> ADP + Orthophosphate + Oxaloacetate","Bidirectional","6.4.1.1","K01958","R00344","PC","map00020, map00620, map00720",NA
"pyruvate carboxylase subunit A [EC:6.4.1.1], pyruvate carboxylase subunit B [EC:6.4.1.1]","ATP + Pyruvate + HCO3- <=> ADP + Orthophosphate + Oxaloacetate","Bidirectional","6.4.1.1","K01959, K01960","R00344","pycA, pycB","map00020, map00620, map00720",NA
"pyruvate decarboxylase [EC:4.1.1.1]","Acetaldehyde + Thiamin diphosphate <=> 2-(alpha-Hydroxyethyl)thiamine diphosphate","Bidirectional","4.1.1.1","K01568","R00755","PDC","map00010",NA
"pyruvate decarboxylase [EC:4.1.1.1]","Pyruvate + Thiamin diphosphate <=> 2-(alpha-Hydroxyethyl)thiamine diphosphate + CO2","Bidirectional","1.2.4.1, 2.2.1.6, 4.1.1.1","K01568","R00014","PDC","map00010, map00020, map00620",NA
"pyruvate dehydrogenase (quinone) [EC:1.2.5.1]","Pyruvate + Ubiquinone + H2O <=> Acetate + Ubiquinol + CO2","Bidirectional","1.2.5.1","K00156","R03145","poxB","map00620",NA
"pyruvate dehydrogenase E1 component [EC:1.2.4.1]","2-(alpha-Hydroxyethyl)thiamine diphosphate + Enzyme N6-(lipoyl)lysine <=> [Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine + Thiamin diphosphate","Bidirectional","1.2.4.1","K00163","R03270","aceE","map00010, map00020, map00620",NA
"pyruvate dehydrogenase E1 component [EC:1.2.4.1]","Pyruvate + Enzyme N6-(lipoyl)lysine <=> [Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine + CO2","Bidirectional","1.2.4.1","K00163","R01699","aceE","NA",NA
"pyruvate dehydrogenase E1 component [EC:1.2.4.1]","Pyruvate + Thiamin diphosphate <=> 2-(alpha-Hydroxyethyl)thiamine diphosphate + CO2","Bidirectional","1.2.4.1, 2.2.1.6, 4.1.1.1","K00163","R00014","aceE","map00010, map00020, map00620",NA
"pyruvate dehydrogenase E1 component subunit alpha [EC:1.2.4.1], pyruvate dehydrogenase E1 component subunit beta [EC:1.2.4.1]","2-(alpha-Hydroxyethyl)thiamine diphosphate + Enzyme N6-(lipoyl)lysine <=> [Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine + Thiamin diphosphate","Bidirectional","1.2.4.1","K00161, K00162","R03270","PDHA, PDHB","map00010, map00020, map00620",NA
"pyruvate dehydrogenase E1 component subunit alpha [EC:1.2.4.1], pyruvate dehydrogenase E1 component subunit beta [EC:1.2.4.1]","Pyruvate + Enzyme N6-(lipoyl)lysine <=> [Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine + CO2","Bidirectional","1.2.4.1","K00161, K00162","R01699","PDHA, PDHB","NA",NA
"pyruvate dehydrogenase E1 component subunit alpha [EC:1.2.4.1], pyruvate dehydrogenase E1 component subunit beta [EC:1.2.4.1]","Pyruvate + Thiamin diphosphate <=> 2-(alpha-Hydroxyethyl)thiamine diphosphate + CO2","Bidirectional","1.2.4.1, 2.2.1.6, 4.1.1.1","K00161, K00162","R00014","PDHA, PDHB","map00010, map00020, map00620",NA
"pyruvate dehydrogenase E2 component (dihydrolipoyllysine-residue acetyltransferase) [EC:2.3.1.12]","Acetyl-CoA + Enzyme N6-(dihydrolipoyl)lysine <=> CoA + [Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine","Bidirectional","2.3.1.12","K00627","R02569","DLAT","map00010, map00020, map00620",NA
"pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1], pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1], pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1], 2-oxoisovalerate/pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.7 1.2.7.1]","2 Reduced ferredoxin + Acetyl-CoA + CO2 + 2 H+ <=> 2 Oxidized ferredoxin + Pyruvate + CoA","Bidirectional","1.2.7.1, 1.2.7.11","K00169, K00170, K00171, K00189","R01196","porA, porB, porD, vorG","map00010, map00020, map00620","M00307"
"pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1], pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1], pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1], pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1]","2 Oxidized ferredoxin + 2-Oxobutanoate + CoA <=> 2 Reduced ferredoxin + Propanoyl-CoA + CO2 + 2 H+","Bidirectional","1.2.7.1","K00169, K00170, K00171, K00172","R01199","porA, porB, porD, porC","map00640",NA
"pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1], pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1], pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1], pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1]","2 Reduced ferredoxin + Acetyl-CoA + CO2 + 2 H+ <=> 2 Oxidized ferredoxin + Pyruvate + CoA","Bidirectional","1.2.7.1, 1.2.7.11","K00169, K00170, K00171, K00172","R01196","porA, porB, porD, porC","map00010, map00020, map00620, map00650, map00680, map00720",NA
"pyruvate kinase [EC:2.7.1.40]","ATP + Pyruvate <=> ADP + Phosphoenolpyruvate","Bidirectional","2.7.1.40","K00873","R00200","PK","map00010, map00620",NA
"pyruvate kinase [EC:2.7.1.40]","Nucleoside triphosphate + Pyruvate <=> NDP + Phosphoenolpyruvate","Bidirectional","2.7.1.40","K00873","R02320","PK","map00620",NA
"pyruvate kinase isozymes R/L [EC:2.7.1.40]","ATP + Pyruvate <=> ADP + Phosphoenolpyruvate","Bidirectional","2.7.1.40","K12406","R00200","PKLR","map00010, map00620",NA
"pyruvate kinase isozymes R/L [EC:2.7.1.40]","Nucleoside triphosphate + Pyruvate <=> NDP + Phosphoenolpyruvate","Bidirectional","2.7.1.40","K12406","R02320","PKLR","map00620",NA
"pyruvate oxidase [EC:1.2.3.3]","Pyruvate + Orthophosphate + Oxygen <=> Acetyl phosphate + Hydrogen peroxide + CO2","Bidirectional","1.2.3.3","K00158","R00207","spxB","map00620",NA
"pyruvate, orthophosphate dikinase [EC:2.7.9.1]","ATP + Pyruvate + Orthophosphate <=> AMP + Phosphoenolpyruvate + Diphosphate","Bidirectional","2.7.9.1","K01006","R00206","ppdK","map00010, map00620, map00710, map00720",NA
"pyruvate, water dikinase [EC:2.7.9.2]","ATP + Pyruvate + H2O <=> AMP + Phosphoenolpyruvate + Orthophosphate","Bidirectional","2.7.9.2","K01007","R00199","pps","map00010, map00620, map00680, map00720",NA
"pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]","2 Reduced ferredoxin + Acetyl-CoA + CO2 + 2 H+ <=> 2 Oxidized ferredoxin + Pyruvate + CoA","Bidirectional","1.2.7.1, 1.2.7.11","K03737","R01196","por","map00010, map00020, map00620, map00650, map00680, map00720",NA
"pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]","Pyruvate + CoA + Oxidized flavodoxin <=> Acetyl-CoA + CO2 + Reduced flavodoxin","Bidirectional",NA,"K03737","R10866","por","map00620, map00720","M00307, M00173"
"quinohemoprotein amine dehydrogenase [EC:1.4.9.1]","Methylamine + H2O + 2 Amicyanin <=> Formaldehyde + Ammonia + 2 Reduced amicyanin + 2 H+","Bidirectional","1.4.9.1","K08685","R00606","qhpA","map00680",NA
"quinol---cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8], quinol---cytochrome-c reductase cytochrome b subunit [EC:7.1.1.8], quinol---cytochrome-c reductase cytochrome c subunit [EC:7.1.1.8]","Hydroquinone + 2 Ferricytochrome c <=> Quinone + 2 Ferrocytochrome c + 2 H+","Bidirectional","7.1.1.8","K03890, K03891, K03889","R13224","qcrA, qcrB, qcrC","map00190","M00151"
"quinol---cytochrome c reductase iron-sulfur subunit, bacillus type [EC:7.1.1.8], quinol---cytochrome c reductase cytochrome b subunit, bacillus type [EC:7.1.1.8], quinol---cytochrome c reductase cytochrome c subunit, bacillus type [EC:7.1.1.8]","Hydroquinone + 2 Ferricytochrome c <=> Quinone + 2 Ferrocytochrome c + 2 H+","Bidirectional","7.1.1.8","K03886, K03887, K03888","R13224","qcrA, qcrB, qcrC","map00190","M00151"
"quinone-reactive Ni/Fe-hydrogenase large subunit [EC:1.12.5.1], quinone-reactive Ni/Fe-hydrogenase small subunit [EC:1.12.5.1]","Quinone + Hydrogen <=> Hydroquinone","Bidirectional","1.12.99.6.B","K05922, K05927","R1.12.99.6.B","hydB, hydA","NA",NA
"quinoprotein glucose dehydrogenase [EC:1.1.5.2]","D-Glucose + Ubiquinone <=> D-Glucono-1,5-lactone + Ubiquinol","Bidirectional","1.1.5.2","K00117","R06620","gcd","map00030",NA
"raffinose synthase [EC:2.4.1.82]","alpha-D-Galactosyl-(1->3)-1D-myo-inositol + Sucrose <=> myo-Inositol + Raffinose","Bidirectional","2.4.1.82","K06617","R02411","E2.4.1.82","map00052",NA
"rhamnulokinase [EC:2.7.1.5]","ATP + L-Rhamnulose <=> ADP + L-Rhamnulose 1-phosphate","Bidirectional","2.7.1.5","K00848","R03014","rhaB","map00051",NA
"rhamnulokinase [EC:2.7.1.5]","ATP + L-Xylulose <=> ADP + L-Xylulose 1-phosphate","Bidirectional","2.7.1.5","K00848","R01902","rhaB","map00040",NA
"rhamnulose-1-phosphate aldolase [EC:4.1.2.19]","L-Rhamnulose 1-phosphate <=> Glycerone phosphate + (S)-Lactaldehyde","Bidirectional","4.1.2.19","K01629","R02263","rhaD","map00051",NA
"rhamnulose-1-phosphate aldolase [EC:4.1.2.19]","L-Xylulose 1-phosphate <=> Glycerone phosphate + Glycolaldehyde","Bidirectional","4.1.2.19","K01629","R01785","rhaD","map00040",NA
"ribitol 2-dehydrogenase [EC:1.1.1.56]","Ribitol + NAD+ <=> D-Ribulose + NADH + H+","Bidirectional","1.1.1.56","K00039","R01895","rbtD","map00040",NA
"ribitol-5-phosphate 2-dehydrogenase (NADP+) / D-ribitol-5-phosphate cytidylyltransferase [EC:1.1.1.405 2.7.7.40]","CTP + D-Ribitol 5-phosphate <=> Diphosphate + CDP-ribitol","Bidirectional","2.7.7.40","K21681","R02921","bcs1","map00040",NA
"ribitol-5-phosphate 2-dehydrogenase (NADP+) / D-ribitol-5-phosphate cytidylyltransferase [EC:1.1.1.405 2.7.7.40]","D-Ribitol 5-phosphate + NADP+ <=> D-Ribulose 5-phosphate + NADPH + H+","Bidirectional","1.1.1.137, 1.1.1.405","K21681","R01525","bcs1","map00040",NA
"ribitol-5-phosphate 2-dehydrogenase (NADP+) [EC:1.1.1.405]","D-Ribitol 5-phosphate + NADP+ <=> D-Ribulose 5-phosphate + NADPH + H+","Bidirectional","1.1.1.137, 1.1.1.405","K05352","R01525","tarJ","map00040",NA
"ribokinase [EC:2.7.1.15]","2-Deoxy-D-ribose 5-phosphate + ADP <=> Deoxyribose + ATP","Bidirectional","2.7.1.15, 2.7.1.229","K00852","R02750","rbsK","map00030",NA
"ribokinase [EC:2.7.1.15]","ATP + D-Ribose <=> ADP + D-Ribose 5-phosphate","Bidirectional","2.7.1.15","K00852","R01051","rbsK","map00030",NA
"ribose 1,5-bisphosphate isomerase [EC:5.3.1.29]","D-Ribose 1,5-bisphosphate <=> D-Ribulose 1,5-bisphosphate","Bidirectional","5.3.1.29","K18237","R10555","K18237","map00030","M00968"
"ribose 1,5-bisphosphokinase [EC:2.7.4.23]","D-Ribose 1,5-bisphosphate + ATP <=> 5-Phospho-alpha-D-ribose 1-diphosphate + ADP","Bidirectional","2.7.4.23","K05774","R06836","phnN","map00030",NA
"ribose 5-phosphate isomerase A [EC:5.3.1.6]","D-Ribose 5-phosphate <=> D-Ribulose 5-phosphate","Bidirectional","5.3.1.6","K01807","R01056","rpiA","map00030, map00710","M00004, M00007, M00580, M00165"
"ribose 5-phosphate isomerase B [EC:5.3.1.6]","D-Allose 6-phosphate <=> D-Allulose 6-phosphate","Bidirectional","5.3.1.6","K01808","R09030","rpiB","map00051",NA
"ribose 5-phosphate isomerase B [EC:5.3.1.6]","D-Ribose 5-phosphate <=> D-Ribulose 5-phosphate","Bidirectional","5.3.1.6","K01808","R01056","rpiB","map00030, map00710","M00004, M00007, M00165"
"ribose-phosphate pyrophosphokinase [EC:2.7.6.1]","ATP + D-Ribose 5-phosphate <=> AMP + 5-Phospho-alpha-D-ribose 1-diphosphate","Bidirectional","2.7.6.1","K00948","R01049","PRPS","map00030","M00005"
"ribulokinase [EC:2.7.1.16]","ATP + D-Ribulose <=> ADP + D-Ribulose 5-phosphate","Bidirectional","2.7.1.16, 2.7.1.47","K24707","R01526","E2.7.1.16","map00040",NA
"ribulokinase [EC:2.7.1.16]","ATP + L-Ribulose <=> ADP + L-Ribulose 5-phosphate","Bidirectional","2.7.1.16","K24707","R02439","E2.7.1.16","map00040",NA
"ribulose 1-phosphate aldolase [EC:4.1.2.-]","D-Ribulose 1-phosphate <=> Glycerone phosphate + Glycolaldehyde","Bidirectional","4.1.2.17","K01636","R12696","K01636","map00040, map00630",NA
"ribulose-1,5-bisphosphate 5-phosphatase [EC:3.1.3.109]","D-Ribulose 1,5-bisphosphate + H2O <=> D-Ribulose 1-phosphate + Orthophosphate","Bidirectional","3.1.3.109","K26210","R13090","E3.1.3.109","map00630","M00968"
"ribulose-5-phosphate 2-dehydrogenase [EC:1.1.1.137]","D-Ribitol 5-phosphate + NAD+ <=> D-Ribulose 5-phosphate + NADH + H+","Bidirectional","1.1.1.137","K21680","R01524","E1.1.1.137","map00040",NA
"ribulose-5-phosphate 2-dehydrogenase [EC:1.1.1.137]","D-Ribitol 5-phosphate + NADP+ <=> D-Ribulose 5-phosphate + NADPH + H+","Bidirectional","1.1.1.137, 1.1.1.405","K21680","R01525","E1.1.1.137","map00040",NA
"ribulose-bisphosphate carboxylase large chain [EC:4.1.1.39]","D-Ribulose 1,5-bisphosphate + CO2 + H2O <=> 2 3-Phospho-D-glycerate","Bidirectional","4.1.1.39","K01601","R00024","rbcL","map00710","M00165"
"ribulose-bisphosphate carboxylase large chain [EC:4.1.1.39]","D-Ribulose 1,5-bisphosphate + Oxygen <=> 3-Phospho-D-glycerate + 2-Phosphoglycolate","Bidirectional","4.1.1.39","K01601","R03140","rbcL","map00630","M00532, M00968"
"ribulose-phosphate 3-epimerase [EC:5.1.3.1]","D-Ribulose 5-phosphate <=> D-Xylulose 5-phosphate","Bidirectional","5.1.3.1","K01783","R01529","rpe","map00030, map00040, map00710",NA
"sedoheptulokinase [EC:2.7.1.14]","ATP + Sedoheptulose <=> ADP + Sedoheptulose 7-phosphate","Bidirectional","2.7.1.14","K11214","R01844","SHPK","map00030",NA
"sedoheptulose-bisphosphatase [EC:3.1.3.37]","Sedoheptulose 1,7-bisphosphate + H2O <=> Sedoheptulose 7-phosphate + Orthophosphate","Bidirectional","3.1.3.11, 3.1.3.37","K01100","R01845","E3.1.3.37","map00710","M00165"
"serine O-acetyltransferase [EC:2.3.1.30]","L-Serine + Acetyl-CoA <=> O-Acetyl-L-serine + CoA","Bidirectional","2.3.1.30","K00640","R00586","cysE","map00920","M00021"
"serine O-acetyltransferase [EC:2.3.1.30]","L-Serine + Acetyl-CoA <=> O-Acetyl-L-serine + CoA","Bidirectional","2.3.1.30","K23304","R00586","cysE","map00920","M00021"
"serine/homoserine O-acetyltransferase [EC:2.3.1.30 2.3.1.31]","L-Serine + Acetyl-CoA <=> O-Acetyl-L-serine + CoA","Bidirectional","2.3.1.30","K19726","R00586","dcsE","map00920",NA
"short-chain 2-methylacyl-CoA dehydrogenase [EC:1.3.8.5]","Butanoyl-CoA + FAD <=> FADH2 + Crotonoyl-CoA","Bidirectional","1.3.3.6, 1.3.8.1, 1.3.8.7","K09478","R01175","ACADSB","map00650",NA
"sorbitol-6-phosphate 2-dehydrogenase [EC:1.1.1.140]","Sorbitol 6-phosphate + NAD+ <=> D-Fructose 6-phosphate + NADH + H+","Bidirectional","1.1.1.140","K00068","R07133","srlD","map00051",NA
"sorbose PTS system EIIA component [EC:2.7.1.206]","Protein N(pi)-phospho-L-histidine + L-Sorbose <=> Protein histidine + Sorbose 1-phosphate","Bidirectional","2.7.1.206","K02812","R04076","sorF","map00051",NA
"sorbose PTS system EIIB component [EC:2.7.1.206]","Protein N(pi)-phospho-L-histidine + L-Sorbose <=> Protein histidine + Sorbose 1-phosphate","Bidirectional","2.7.1.206","K02813","R04076","sorB","map00051",NA
"sorbose PTS system EIIC component","Protein N(pi)-phospho-L-histidine + L-Sorbose <=> Protein histidine + Sorbose 1-phosphate","Bidirectional","2.7.1.206","K02814","R04076","sorA","map00051",NA
"sorbose PTS system EIID component","Protein N(pi)-phospho-L-histidine + L-Sorbose <=> Protein histidine + Sorbose 1-phosphate","Bidirectional","2.7.1.206","K02815","R04076","sorM","map00051",NA
"sorbose reductase [EC:1.1.1.289]","D-Sorbitol + NADP+ <=> L-Sorbose + NADPH + H+","Bidirectional","1.1.1.289","K17742","R07346","SOU1","map00051",NA
"sorbose reductase [EC:1.1.1.289]","D-Sorbitol + NADP+ <=> L-Sorbose + NADPH + H+","Bidirectional","1.1.1.289","K19633","R07346","sr","map00051",NA
"stachyose synthetase [EC:2.4.1.67]","alpha-D-Galactosyl-(1->3)-1D-myo-inositol + Raffinose <=> myo-Inositol + Stachyose","Bidirectional","2.4.1.67","K06611","R03418","E2.4.1.67","map00052",NA
"starch synthase (maltosyl-transferring) [EC:2.4.99.16]","alpha-Maltose 1-phosphate + Amylose(n) <=> Orthophosphate + Amylose(n+2)","Bidirectional","2.4.99.16","K16147","R09994","glgE","map00500",NA
"starch synthase [EC:2.4.1.21]","ADP-glucose + Amylose <=> ADP + Amylose","Bidirectional","2.4.1.21, 2.4.1.242","K00703","R02421","glgA","map00500","M00565, M00854"
"succinate dehydrogenase (ubiquinone) cytochrome b560 subunit, succinate dehydrogenase (ubiquinone) membrane anchor subunit, succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1], succinate dehydrogenase (ubiquinone) iron-sulfur subunit [EC:1.3.5.1]","Ubiquinone + Succinate <=> Ubiquinol + Fumarate","Bidirectional","1.3.5.1","K00236, K00237, K00234, K00235","R13223","SDHC, SDHD, SDHA, SDHB","map00190","M00148"
"succinate dehydrogenase (ubiquinone) cytochrome b560 subunit, succinate dehydrogenase (ubiquinone) subunit 4, succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1], succinate dehydrogenase (ubiquinone) iron-sulfur subunit [EC:1.3.5.1]","Ubiquinone + Succinate <=> Ubiquinol + Fumarate","Bidirectional","1.3.5.1","K00236, K25801, K00234, K00235","R13223","SDHC, SDH4, SDHA, SDHB","map00190","M00148"
"succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1], succinate dehydrogenase (ubiquinone) iron-sulfur subunit [EC:1.3.5.1], succinate dehydrogenase (ubiquinone) cytochrome b560 subunit, succinate dehydrogenase (ubiquinone) membrane anchor subunit","Quinone + Succinate <=> Hydroquinone + Fumarate","Bidirectional","1.3.5.1","K00234, K00235, K00236, K00237","R02164","SDHA, SDHB, SDHC, SDHD","map00020","M00009, M00011"
"succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1], succinate dehydrogenase (ubiquinone) iron-sulfur subunit [EC:1.3.5.1], succinate dehydrogenase (ubiquinone) cytochrome b560 subunit, succinate dehydrogenase (ubiquinone) subunit 4","Quinone + Succinate <=> Hydroquinone + Fumarate","Bidirectional","1.3.5.1","K00234, K00235, K00236, K25801","R02164","SDHA, SDHB, SDHC, SDH4","map00020","M00009, M00011"
"succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1 7.1.1.12], succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1 7.1.1.12], succinate dehydrogenase subunit C","Quinone + Succinate <=> Hydroquinone + Fumarate","Bidirectional","1.3.5.1","K00233, K25995, K25996","R02164","frdA, frdB, frdC","map00020",NA
"succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1], succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1], succinate dehydrogenase cytochrome b subunit","Quinone + Succinate <=> Hydroquinone + Fumarate","Bidirectional","1.3.5.1","K00239, K00240, K00241","R02164","sdhA, sdhB, sdhC","map00020, map00720","M00009, M00011, M00982, M00376"
"succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1], succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1], succinate dehydrogenase subunit C","Quinone + Succinate <=> Hydroquinone + Fumarate","Bidirectional","1.3.5.1","K00244, K00245, K00246","R02164","frdA, frdB, frdC","map00020","M00009, M00011, M00982"
"succinate semialdehyde reductase (NADPH) [EC:1.1.1.-]","4-Hydroxybutanoic acid + NADP+ <=> Succinate semialdehyde + H+ + NADPH","Bidirectional",NA,"K14465","R09281","K14465","map00650, map00720",NA
"succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]","Succinate semialdehyde + NAD+ + H2O <=> Succinate + NADH + H+","Bidirectional","1.2.1.16, 1.2.1.24","K00135","R00713","gabD","map00650","M00027"
"succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]","Succinate semialdehyde + NADP+ + H2O <=> Succinate + NADPH + H+","Bidirectional","1.2.1.16, 1.2.1.79","K00135","R00714","gabD","map00650","M00027"
"succinate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.24]","Succinate semialdehyde + NAD+ + H2O <=> Succinate + NADH + H+","Bidirectional","1.2.1.16, 1.2.1.24","K08324","R00713","sad","map00650",NA
"succinate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.24]","Succinate semialdehyde + NADP+ + H2O <=> Succinate + NADPH + H+","Bidirectional","1.2.1.16, 1.2.1.79","K08324","R00714","sad","map00650",NA
"succinate-semialdehyde dehydrogenase [EC:1.2.1.24]","Succinate semialdehyde + NAD+ + H2O <=> Succinate + NADH + H+","Bidirectional","1.2.1.16, 1.2.1.24","K00139","R00713","ALDH5A1","map00650","M00027"
"succinate-semialdehyde dehydrogenase [EC:1.2.1.76]","Succinyl-CoA + NADPH + H+ <=> Succinate semialdehyde + NADP+ + CoA","Bidirectional","1.2.1.76","K18119","R09280","sucD","map00650, map00720",NA
"succinate-semialdehyde dehydrogenase, mitochondrial [EC:1.2.1.24]","Succinate semialdehyde + NAD+ + H2O <=> Succinate + NADH + H+","Bidirectional","1.2.1.16, 1.2.1.24","K17761","R00713","SSADH","map00650","M00027"
"succinyl-CoA reductase [EC:1.2.1.76]","Succinyl-CoA + NADPH + H+ <=> Succinate semialdehyde + NADP+ + CoA","Bidirectional","1.2.1.76","K15038","R09280","K15038","map00650, map00720",NA
"succinyl-CoA synthetase alpha subunit [EC:6.2.1.4 6.2.1.5], succinyl-CoA synthetase beta subunit [EC:6.2.1.4 6.2.1.5]","GTP + Succinate + CoA <=> GDP + Orthophosphate + Succinyl-CoA","Bidirectional","6.2.1.4","K01899, K01900","R00432","LSC1, LSC2","map00020, map00640",NA
