"","group","taxonomy"
"13840","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Ferrimonadaceae;Ferrimonas;gelatinilytica"
"13841","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Ferrimonadaceae;Ferrimonas;kyonanensis"
"13842","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Ferrimonadaceae;Ferrimonas;lipolytica"
"13843","aerobic_chemoheterotrophy;chemoheterotrophy;fermentation","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Ferrimonadaceae;Ferrimonas;marina"
"13844","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Ferrimonadaceae;Ferrimonas;pelagia"
"13845","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Ferrimonadaceae;Ferrimonas;sediminicola"
"13846","aerobic_chemoheterotrophy;chemoheterotrophy;denitrification;iron_respiration;nitrate_denitrification;nitrate_reduction;nitrate_respiration;nitrite_denitrification;nitrite_respiration;nitrogen_respiration","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Ferrimonadaceae;Ferrimonas;sediminum"
"13847","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Ferrimonadaceae;Ferrimonas;senticii"
"13848","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Ferrimonadaceae;Paraferrimonas;haliotis"
"13849","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Ferrimonadaceae;Paraferrimonas;sedimenticola"
"13850","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Aliidiomarina;celeris"
"13851","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Aliidiomarina;halalkaliphila"
"13852","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Aliidiomarina;haloalkalitolerans"
"13853","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Aliidiomarina;indica"
"13854","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Aliidiomarina;iranensis"
"13855","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Aliidiomarina;maris"
"13856","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Aliidiomarina;minuta"
"13857","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Aliidiomarina;quisquiliarum"
"13858","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Aliidiomarina;sanyensis"
"13859","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Aliidiomarina;sedimenti"
"13860","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Aliidiomarina;shirensis"
"13861","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Aliidiomarina;soli"
"13862","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Aliidiomarina;taiwanensis"
"13863","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Idiomarina;abyssalis"
"13864","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Idiomarina;aquatica"
"13865","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Idiomarina;baltica"
"13866","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Idiomarina;fontislapidosi"
"13867","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Idiomarina;indica"
"13868","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Idiomarina;loihiensis"
"13869","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Idiomarina;piscisalsi"
"13870","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Idiomarina;ramblicola"
"13871","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Idiomarina;rhizosphaerae"
"13872","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Idiomarina;seosinensis"
"13873","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Idiomarina;tyrosinivorans"
"13874","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Idiomarina;xiamenensis"
"13875","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Idiomarina;zobellii"
"13876","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Pseudidiomarina;aestuarii"
"13877","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Pseudidiomarina;andamanensis"
"13878","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Pseudidiomarina;aquimaris"
"13879","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Pseudidiomarina;atlantica"
"13880","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Pseudidiomarina;donghaiensis"
"13881","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Pseudidiomarina;gelatinasegens"
"13882","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Pseudidiomarina;halophila"
"13883","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Pseudidiomarina;homiensis"
"13884","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Pseudidiomarina;insulisalsae"
"13885","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Pseudidiomarina;mangrovi"
"13886","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Pseudidiomarina;marina"
"13887","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Pseudidiomarina;piscicola"
"13888","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Pseudidiomarina;planktonica"
"13889","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Pseudidiomarina;salinarum"
"13890","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Pseudidiomarina;sediminum"
"13891","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Pseudidiomarina;tainanensis"
"13892","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Pseudidiomarina;taiwanensis"
"13893","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Pseudidiomarina;terrestris"
"13894","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Pseudidiomarina;woesei"
"13895","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Moritellaceae;Moritella;abyssi"
"13896","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Moritellaceae;Moritella;dasanensis"
"13897","aerobic_chemoheterotrophy;chemoheterotrophy;nitrate_reduction","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Moritellaceae;Moritella;japonica"
"13898","aerobic_chemoheterotrophy;chemoheterotrophy;nitrate_reduction","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Moritellaceae;Moritella;marina"
"13899","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Moritellaceae;Moritella;profunda"
"13900","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Moritellaceae;Moritella;viscosa"
"13901","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Moritellaceae;Moritella;yayanosii"
"13902","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Moritellaceae;Paramoritella;alkaliphila"
"13903","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Moritellaceae;Paramoritella;sediminis"
"13904","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Algicola;bacteriolytica"
"13905","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Algicola;sagamiensis"
"13906","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Flocculibacter;collagenilyticus"
"13907","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;aestuariivivens"
"13908","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;agarivorans"
"13909","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;aliena"
"13910","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;amylolytica"
"13911","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;antarctica"
"13912","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;apostichopi"
"13913","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;arabiensis"
"13914","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;arctica"
"13915","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;ardens"
"13916","aerobic_chemoheterotrophy;chemoheterotrophy;nitrate_reduction","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;atlantica"
"13917","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;aurantia"
"13918","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;byunsanensis"
"13919","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;caenipelagi"
"13920","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;carrageenovora"
"13921","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;citrea"
"13922","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;denitrificans"
"13923","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;distincta"
"13924","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;donghaensis"
"13925","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;espejiana"
"13926","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;fenneropenaei"
"13927","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;fuliginea"
"13928","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;galatheae"
"13929","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;gelatinilytica"
"13930","aerobic_chemoheterotrophy;chemoheterotrophy;nitrate_reduction","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;haloplanktis"
"13931","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;holothuriae"
"13932","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;issachenkonii"
"13933","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;lipolytica"
"13934","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;luteoviolacea"
"13935","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;maricaloris"
"13936","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;marina"
"13937","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;mariniglutinosa"
"13938","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;neustonica"
"13939","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;obscura"
"13940","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;ostreae"
"13941","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;peptidolytica"
"13942","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;phenolica"
"13943","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;piratica"
"13944","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;piscicida"
"13945","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;prydzensis"
"13946","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;qingdaonensis"
"13947","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;rhizosphaerae"
"13948","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;rubra"
"13949","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;ruthenica"
"13950","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;shioyasakiensis"
"13951","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;spongiae"
"13952","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;tetraodonis"
"13953","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;translucida"
"13954","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;tunicata"
"13955","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;ulvae"
"13956","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;umbrosa"
"13957","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;undina"
"13958","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;xiamenensis"
"13959","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Psychrosphaera;aestuarii"
"13960","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Psychrosphaera;algicola"
"13961","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Psychrosphaera;aquimarina"
"13962","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Psychrosphaera;haliotis"
"13963","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Psychrosphaera;saromensis"
"13964","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Psychrosphaera;ytuae"
"13965","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Salsuginimonas;clara"
"13966","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Psychromonadaceae;Corallincola;holothuriorum"
"13967","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Psychromonadaceae;Corallincola;platygyrae"
"13968","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Psychromonadaceae;Psychromonas;agarivorans"
"13969","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Psychromonadaceae;Psychromonas;antarctica"
"13970","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Psychromonadaceae;Psychromonas;aquatilis"
"13971","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Psychromonadaceae;Psychromonas;aquimarina"
"13972","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Psychromonadaceae;Psychromonas;arctica"
"13973","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Psychromonadaceae;Psychromonas;boydii"
"13974","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Psychromonadaceae;Psychromonas;hadalis"
"13975","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Psychromonadaceae;Psychromonas;heitensis"
"13976","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Psychromonadaceae;Psychromonas;ingrahamii"
"13977","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Psychromonadaceae;Psychromonas;japonica"
"13978","aerobic_chemoheterotrophy;chemoheterotrophy;fermentation","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Psychromonadaceae;Psychromonas;kaikoae"
"13979","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Psychromonadaceae;Psychromonas;macrocephali"
"13980","aerobic_chemoheterotrophy;chemoheterotrophy;nitrate_reduction","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Psychromonadaceae;Psychromonas;marina"
"13981","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Psychromonadaceae;Psychromonas;ossibalaenae"
"13982","aerobic_chemoheterotrophy;chemoheterotrophy;fermentation","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Psychromonadaceae;Psychromonas;profunda"
"13983","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Parashewanella;curva"
"13984","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Parashewanella;hymeniacidonis"
"13985","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Parashewanella;spongiae"
"13986","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Parashewanella;tropica"
"13987","aerobic_chemoheterotrophy;chemoheterotrophy","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Psychrobium;conchae"
"13988","aerobic_chemoheterotrophy;chemoheterotrophy;nitrate_reduction;nitrate_respiration;nitrogen_respiration","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;abyssi"
"13989","aerobic_chemoheterotrophy;chemoheterotrophy;nitrate_reduction;nitrate_respiration;nitrogen_respiration","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;acanthi"
"13990","aerobic_chemoheterotrophy;chemoheterotrophy;nitrate_reduction;nitrate_respiration;nitrogen_respiration","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;aegiceratis"
"13991","aerobic_chemoheterotrophy;chemoheterotrophy;nitrate_reduction;nitrate_respiration;nitrogen_respiration","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;aestuarii"
"13992","aerobic_chemoheterotrophy;chemoheterotrophy;iron_respiration;nitrate_reduction;nitrate_respiration;nitrogen_respiration","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;algae"
"13993","aerobic_chemoheterotrophy;chemoheterotrophy;nitrate_reduction;nitrate_respiration;nitrogen_respiration","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;algicola"
"13994","aerobic_chemoheterotrophy;chemoheterotrophy;nitrate_reduction;nitrate_respiration;nitrogen_respiration","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;algidipiscicola"
"13995","aerobic_chemoheterotrophy;chemoheterotrophy;nitrate_reduction;nitrate_respiration;nitrogen_respiration","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;alkalitolerans"
"13996","aerobic_chemoheterotrophy;chemoheterotrophy;denitrification;iron_respiration;manganese_respiration;nitrate_denitrification;nitrate_reduction;nitrate_respiration;nitrite_denitrification;nitrite_respiration;nitrogen_respiration;respiration_of_sulfur_compounds;thiosulfate_respiration","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;amazonensis"
"13997","aerobic_chemoheterotrophy;chemoheterotrophy;nitrate_reduction;nitrate_respiration;nitrogen_respiration","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;aquimarina"
"13998","aerobic_chemoheterotrophy;chemoheterotrophy;nitrate_reduction;nitrate_respiration;nitrogen_respiration","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;atlantica"
"13999","aerobic_chemoheterotrophy;chemoheterotrophy;nitrate_reduction;nitrate_respiration;nitrogen_respiration","Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;avicenniae"
